[header]
width=64
height=48
tilewidth=64
tileheight=32
orientation=isometric
background_color=0,0,0,255
music=music/overworld_theme.ogg
tileset=tilesetdefs/tileset_grassland.txt
title=Grasslands

[tilesets]
tileset=../../../flare-game-1.07./tiled/grassland/tiled_collision.png,64,32,0,0
tileset=../../../flare-game-1.07./tiled/grassland/grassland.png,64,128,0,0
tileset=../../../flare-game-1.07./tiled/grassland/grassland_water.png,64,64,0,32
tileset=../../../flare-game-1.07./tiled/grassland/grassland_structures.png,64,256,0,0
tileset=../../../flare-game-1.07./tiled/grassland/grassland_trees.png,128,256,-32,0
tileset=../../../flare-game-1.07./tiled/grassland/set_rules.png,64,32,0,0
tileset=../../../flare-game-1.07./tiled/grassland/tiled_grassland_2x2.png,128,64,0,16
tileset=../../../flare-game-1.07./tiled/grassland/rottentower.png,358,358,0,48
tileset=../common/boss_chest.png,64,64,0,0

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,17,18,19,20,21,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,20,21,22,19,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,20,21,22,19,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,19,20,0,22,18,19,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,20,264,0,17,18,19,20,21,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,21,22,16,16,16,16,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,21,22,16,17,18,19,20,16,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,21,22,16,17,18,19,20,21,16,17,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,32,32,32,32,32,19,20,21,16,16,16,17,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,16,16,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,
