[header]
width=80
height=80
tilewidth=64
tileheight=32
orientation=isometric
background_color=0,0,0,255
music=music/dungeon_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=New Dungeon Map

[tilesets]
tileset=dungeon/tiled_collision.png,64,32,0,0
tileset=dungeon/tiled_dungeon.png,64,128,0,0
tileset=dungeon/set_rules.png,64,32,0,0
tileset=dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=dungeon/door_left.png,64,128,-16,-8
tileset=dungeon/door_right.png,64,128,16,-8
tileset=dungeon/stairs.png,256,256,0,48
tileset=common/boss_chest.png,64,64,0,0
tileset=cave/tiled_cave.png,64,128,0,0

[layer]
type=automap
data=
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,260,260,259,259,259,259,259,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,260,260,259,259,259,259,259,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,259,259,259,259,259,259,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,60,259,259,259,259,259,259,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,259,259,259,259,259,259,258,258,258,258,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
